"Geo_Code","Prov_Name","CSD_Name","total_pop","median_income","female_ratio","0_14y_ratio","15_24y_ratio","25_44y_ratio","45_over_ratio","non_movers_ratio","trade_cert_ratio","non_uni_dip_ratio","uni_dip_ratio","total_postsec_ratio","primary_ind_ratio","year","period"
"2438010","Quebec","Bécancour","10911","35070",0.4975,0.2373,0.1196,0.3372,0.3055,0.6487,0.0866,0.1772,0.0384,0.3022,0.0794,1991,0
"2438015","Quebec","Sainte-Marie-de-Blandford","  481","29496",0.4792,0.2292,0.1146,0.3021,0.3958,0.7143,0.0972,0.1389,0.0556,0.2917,0.1333,1991,0
"2438020","Quebec","Lemieux","  336","27620",0.4925,0.2687,0.1045,0.3284,0.3731,0.8095,0.12,0.12,0,0.24,0.2083,1991,0
"2438025","Quebec","Manseau","  596","18352",0.5126,0.2101,0.1261,0.2773,0.395,0.6606,0.0455,0.0568,0.0227,0.125,0.0513,1991,0
"2438030","Quebec","Saint-Joseph-de-Blandford","  466","25624",0.4946,0.2258,0.1183,0.2581,0.3548,0.7778,0,0.1111,0.0317,0.1429,0.2821,1991,0
"2438035","Quebec","Sainte-Françoise","  518","28475",0.4808,0.2404,0.125,0.2788,0.3173,0.6596,0.1194,0.1194,0,0.2388,0.2157,1991,0
"2438040","Quebec","Sainte-Sophie-de-Lévrard","  770","25989",0.5065,0.1883,0.1104,0.2532,0.4286,0.7881,0.1062,0.1504,0,0.2566,0.2034,1991,0
"2438045","Quebec","Fortierville","  381","16600",0.5132,0.1053,0.0658,0.1842,0.6184,0.6774,0,0.0312,0,0.0312,0,1991,0
"2438050","Quebec","Sainte-Philomène-de-Fortierville","280","  0",0.4643,0.2679,0.1071,0.3036,0.2857,0.881,0.0556,0.0556,0.0556,0.1667,0.3333,1991,0
"2438055","Quebec","Parisville","  592","32813",0.5085,0.1949,0.1525,0.2458,0.3983,0.6538,0.0471,0.0941,0.0588,0.2,0.1304,1991,0
"2438060","Quebec","Sainte-Cécile-de-Lévrard","  426","35550",0.4588,0.2588,0.1529,0.2941,0.2941,0.7671,0.1071,0.125,0.1071,0.3393,0.3,1991,0
"2438065","Quebec","Saint-Pierre-les-Becquets"," 1336","33038",0.5,0.2351,0.1082,0.2985,0.3545,0.6853,0.0973,0.1081,0.027,0.2324,0.1652,1991,0
"2438070","Quebec","Deschaillons-sur-Saint-Laurent"," 1072","25241",0.5256,0.1628,0.093,0.2651,0.4791,0.7031,0.0651,0.1124,0.0296,0.2071,0.1011,1991,0
"2438802","Quebec","Wôlinak 11","104","  0",0.5714,0.0952,0.2381,0.381,0.1905,0.25,0,0.1429,0,0.1429,0,1991,0
"2439005","Quebec","Saints-Martyrs-Canadiens","187","  0",0.4737,0.2105,0.0526,0.2895,0.3684,0.7105,0,0.1154,0.1154,0.2308,0,1991,0
"2439010","Quebec","Ham-Nord","  990","27320",0.4874,0.2462,0.1256,0.3116,0.3166,0.7191,0.0448,0.1642,0.0224,0.2313,0.2,1991,0
"2439015","Quebec","Notre-Dame-de-Lourdes-de-Ham","  337","22489",0.4697,0.303,0.1515,0.2727,0.2879,0.629,0.093,0.1395,0,0.2326,0.2121,1991,0
"2439020","Quebec","Saint-Rémi-de-Tingwick","  443","32393",0.4494,0.236,0.1685,0.2697,0.2809,0.5882,0.1071,0.1429,0.0357,0.2857,0.3333,1991,0
"2439025","Quebec","Tingwick"," 1204","29995",0.4772,0.2282,0.1286,0.2946,0.3361,0.7634,0.0533,0.1657,0.071,0.2899,0.2878,1991,0
"2439030","Quebec","Chesterville","  759","25137",0.4868,0.2697,0.1316,0.3355,0.2632,0.6143,0.0606,0.101,0.0303,0.1919,0.3623,1991,0
"2439035","Quebec","Chester-Est","  301","32772",0.4426,0.3115,0.1148,0.2951,0.2787,0.8393,0.0541,0.1622,0.0811,0.2973,0.3824,1991,0
"2439040","Quebec","Chester-Nord","239","  0",0.5208,0.2917,0.125,0.3125,0.1875,0.8,0,0,0,0,0.5769,1991,0
"2439045","Quebec","Norbertville","  270","31989",0.463,0.2222,0.1667,0.3333,0.2963,0.7407,0.0513,0.1538,0,0.2051,0.1875,1991,0
"2439050","Quebec","Saint-Norbert-d'Arthabaska","  605","36257",0.4959,0.3058,0.1157,0.3802,0.2231,0.7353,0.0909,0.1299,0.039,0.2597,0.2857,1991,0
"2439055","Quebec","Arthabaska"," 7584","37764",0.5082,0.2142,0.1365,0.321,0.3289,0.5924,0.0769,0.1926,0.0852,0.3546,0.0199,1991,0
"2439060","Quebec","Saint-Christophe-d'Arthabaska"," 2128","42658",0.4671,0.3005,0.1315,0.3826,0.1901,0.7211,0.094,0.109,0.0376,0.2406,0.1092,1991,0
"2439065","Quebec","Victoriaville","21495","27952",0.5309,0.1905,0.1277,0.2981,0.383,0.5974,0.0577,0.1258,0.0414,0.225,0.0186,1991,0
"2439070","Quebec","Sainte-Victoire-d'Arthabaska"," 7313","33752",0.4843,0.2804,0.145,0.3871,0.1874,0.5646,0.1195,0.1755,0.0381,0.333,0.0463,1991,0
"2439075","Quebec","Warwick"," 2836","32758",0.5211,0.2025,0.1303,0.2975,0.3715,0.6529,0.099,0.1232,0.0217,0.244,0.0372,1991,0
"2439080","Quebec","Warwick"," 1900","34837",0.4644,0.285,0.1425,0.372,0.2005,0.7405,0.1139,0.1519,0.0211,0.2869,0.2629,1991,0
"2439085","Quebec","Saint-Albert-de-Warwick"," 1306","25655",0.4809,0.2481,0.1336,0.3168,0.2863,0.6929,0.0571,0.1486,0.0229,0.2286,0.1695,1991,0
"2439090","Quebec","Sainte-Élisabeth-de-Warwick","  423","32729",0.4706,0.2824,0.1412,0.3176,0.2118,0.7361,0.04,0.14,0.04,0.22,0.4444,1991,0
"2439095","Quebec","Kingsey Falls"," 1182","46434",0.4788,0.2542,0.1356,0.3856,0.2161,0.5891,0.0949,0.1646,0.0316,0.2911,0.0261,1991,0
"2439100","Quebec","Kingsey Falls","  507","47699",0.4706,0.3039,0.1176,0.3725,0.1961,0.7128,0.125,0.1719,0,0.2969,0.283,1991,0
"2439105","Quebec","Sainte-Séraphine","  414","29972",0.494,0.3253,0.1566,0.3012,0.253,0.8533,0.0784,0.0392,0.0588,0.1765,0.5758,1991,0
"2439110","Quebec","Sainte-Clothilde-de-Horton","  374","18234",0.5132,0.2105,0.0921,0.2895,0.4079,0.7879,0.0364,0.0727,0.0364,0.1455,0.0833,1991,0
"2439115","Quebec","Sainte-Clothilde-de-Horton","  823","26953",0.4634,0.2439,0.1463,0.3171,0.2988,0.585,0.115,0.2035,0.0442,0.3628,0.186,1991,0
"2439125","Quebec","Saint-Jacques-de-Horton","222","  0",0.4545,0.2273,0.1818,0.3409,0.25,0.825,0.1333,0.1333,0.0667,0.3333,0.5217,1991,0
"2439130","Quebec","Saint-Samuel","  709","25784",0.4965,0.2624,0.1418,0.3475,0.234,0.6015,0.0889,0.1778,0.0556,0.3222,0.1452,1991,0
"2439135","Quebec","Saint-Valère"," 1284","29134",0.4805,0.2969,0.1328,0.332,0.2422,0.657,0.087,0.1491,0.0186,0.2547,0.1345,1991,0
"2439145","Quebec","Saint-Rosaire","  767","28230",0.4675,0.2532,0.1429,0.3052,0.2792,0.7761,0.102,0.1224,0.0204,0.2449,0.194,1991,0
"2439150","Quebec","Sainte-Anne-du-Sault"," 1296","25616",0.4788,0.2625,0.1351,0.3475,0.2548,0.6154,0.0877,0.1404,0.0117,0.2398,0.0949,1991,0
"2439155","Quebec","Daveluyville"," 1114","18539",0.5225,0.2162,0.1486,0.2883,0.3604,0.6303,0.0377,0.1195,0.0252,0.1824,0,1991,0
"2439165","Quebec","Maddington","  437","25688",0.4713,0.2759,0.1494,0.3218,0.2529,0.7342,0.0357,0.0714,0,0.1071,0.2195,1991,0
"2439170","Quebec","Saint-Louis-de-Blandford","  808","24248",0.4658,0.2547,0.118,0.3292,0.3106,0.6644,0.0631,0.0811,0.036,0.1802,0.1875,1991,0
"2440005","Quebec","Saint-Joseph-de-Ham-Sud","230","  0",0.4565,0.2391,0.1522,0.3261,0.2826,0.7907,0.125,0,0.0625,0.1875,0.4545,1991,0
"2440010","Quebec","Saint-Adrien","  537","28331",0.4815,0.2593,0.1296,0.3056,0.287,0.8018,0.029,0.1304,0.029,0.1884,0.2553,1991,0
"2440015","Quebec","Wottonville","  627","22222",0.5159,0.2222,0.119,0.2857,0.3651,0.7767,0.1011,0.1236,0.0225,0.2472,0,1991,0
"2440020","Quebec","Wotton","  919","29543",0.4891,0.3043,0.0978,0.3315,0.2663,0.6369,0.087,0.113,0.0522,0.2522,0.3038,1991,0
"2440025","Quebec","Saint-Camille","  458","34362",0.4835,0.2418,0.1429,0.2967,0.3187,0.8267,0.0794,0.1746,0.0794,0.3333,0.28,1991,0
"2440030","Quebec","Saint-Georges-de-Windsor","232","  0",0.4681,0.234,0.0851,0.2979,0.4681,0.85,0.1316,0.0526,0,0.1842,0.4,1991,0
"2440035","Quebec","Saint-Georges-de-Windsor","  618","32875",0.472,0.216,0.144,0.312,0.312,0.8226,0.1059,0.1176,0.0235,0.2471,0.2766,1991,0
"2440040","Quebec","Asbestos"," 6487","26779",0.5251,0.1719,0.1164,0.2598,0.4526,0.659,0.0602,0.1571,0.0449,0.2622,0.1755,1991,0
"2440045","Quebec","Danville"," 1782","24425",0.5294,0.1877,0.1176,0.2605,0.451,0.6625,0.0632,0.1524,0.0335,0.2491,0.0922,1991,0
"2440050","Quebec","Shipton"," 2990","33943",0.4933,0.2475,0.1321,0.3127,0.3027,0.7433,0.1228,0.1704,0.0301,0.3233,0.2473,1991,0
"2440055","Quebec","Trois-Lacs","  501","33153",0.48,0.16,0.08,0.29,0.46,0.7204,0.1026,0.2051,0,0.3077,0.225,1991,0
"2441005","Quebec","Saint-Malo","  401","29196",0.475,0.3125,0.125,0.2625,0.25,0.8514,0.0667,0.1556,0.0444,0.2667,0.4737,1991,0
"2441010","Quebec","Clifton-Partie-Est","  344","21083",0.4493,0.2464,0.1159,0.3478,0.2754,0.6271,0.0638,0,0.0426,0.1064,0.4359,1991,0
"2441015","Quebec","Saint-Isidore-d'Auckland","  599","15478",0.4833,0.2083,0.1417,0.2833,0.35,0.6754,0.1071,0.119,0.0238,0.25,0.2241,1991,0
"2441020","Quebec","Chartierville","  303","19812",0.4918,0.1803,0.0984,0.2787,0.4426,0.9273,0,0.0435,0.0435,0.087,0.2222,1991,0
"2441025","Quebec","La Patrie","  332","25582",0.5,0.2121,0.1061,0.3182,0.3788,0.5172,0.16,0.14,0.04,0.34,0.2414,1991,0
"2441030","Quebec","Ditton","  499","26006",0.5051,0.2828,0.0909,0.3737,0.2323,0.7241,0.0312,0.1406,0,0.1719,0.2553,1991,0
"2441035","Quebec","Newport","  743","25129",0.48,0.2133,0.1467,0.3267,0.3067,0.7786,0.0577,0.1058,0.0288,0.1923,0.3729,1991,0
"2441040","Quebec","Sawyerville","  900","23282",0.514,0.2291,0.1229,0.2961,0.3408,0.7143,0.0403,0.121,0.0242,0.1855,0.1067,1991,0
"2441045","Quebec","Cookshire"," 1552","32386",0.5032,0.229,0.1452,0.3258,0.2935,0.6643,0.0853,0.109,0.0474,0.2417,0.0645,1991,0
"2441050","Quebec","Eaton"," 1859","32895",0.4651,0.2554,0.1263,0.336,0.2769,0.7522,0.081,0.1336,0.0607,0.2753,0.2332,1991,0
"2441055","Quebec","Ascot Corner"," 2248","32332",0.4744,0.2561,0.1247,0.3586,0.2606,0.5072,0.1377,0.1738,0.023,0.3344,0.0609,1991,0
"2441060","Quebec","East Angus"," 3639","29617",0.5268,0.1912,0.1362,0.2902,0.3893,0.6677,0.0989,0.1062,0.0238,0.2289,0.0349,1991,0
"2441065","Quebec","Westbury","  954","36159",0.4789,0.2632,0.1421,0.3474,0.2368,0.686,0.1382,0.0894,0.0325,0.2602,0.15,1991,0
"2441070","Quebec","Bury"," 1115","25657",0.4798,0.2018,0.1031,0.2691,0.4215,0.67,0.0556,0.0988,0.0432,0.1975,0.1589,1991,0
"2441075","Quebec","Hampden","137","  0",0.5,0.1786,0.0714,0.3214,0.3571,0.3667,0,0.1053,0,0.1053,0.3077,1991,0
"2441080","Quebec","Scotstown","  625","20106",0.488,0.208,0.104,0.288,0.368,0.6909,0.0568,0.1023,0.0341,0.1932,0.0833,1991,0
"2441085","Quebec","Lingwick","  436","20094",0.4368,0.2069,0.1149,0.3103,0.3448,0.7975,0.1,0.0833,0,0.1833,0.2619,1991,0
"2441090","Quebec","Fontainebleau","167","  0",0.4706,0.2059,0.2059,0.3529,0.2353,0.7188,0.1364,0.2727,0.0909,0.5,0.1429,1991,0
"2441095","Quebec","Saint-Gérard","  532","26628",0.486,0.2336,0.1215,0.2804,0.3738,0.7864,0.0395,0.0395,0,0.0789,0.1364,1991,0
"2441100","Quebec","Weedon Centre"," 1195","23401",0.521,0.1975,0.1092,0.2731,0.4076,0.7005,0.0739,0.1136,0.0341,0.2216,0.051,1991,0
"2441105","Quebec","Weedon","  653","29964",0.4538,0.2538,0.1462,0.3,0.3,0.748,0.0952,0.0595,0,0.1548,0.2,1991,0
"2441110","Quebec","Bishopton","  352","23269",0.5143,0.2571,0.1,0.3143,0.3143,0.6774,0.0426,0.0426,0,0.0851,0,1991,0
"2441115","Quebec","Marbleton","  477","35145",0.4792,0.2083,0.125,0.2604,0.4375,0.617,0.0667,0.12,0,0.1867,0.1304,1991,0
"2441125","Quebec","Dudswell","  707","28039",0.4437,0.2254,0.1127,0.3239,0.3451,0.7025,0.0686,0.2157,0,0.2843,0.0986,1991,0
"2442005","Quebec","Stoke"," 2287","39150",0.4891,0.2817,0.1332,0.3581,0.2293,0.6682,0.0822,0.1952,0.0685,0.3459,0.0243,1991,0
"2442010","Quebec","Bromptonville"," 3190","38687",0.4953,0.2288,0.1223,0.3527,0.2978,0.5905,0.1067,0.1844,0.0178,0.3089,0.0248,1991,0
"2442015","Quebec","Brompton"," 2046","42085",0.4878,0.2829,0.1341,0.3854,0.2024,0.7202,0.0881,0.1992,0.0536,0.341,0.0698,1991,0
"2442020","Quebec","Saint-François-Xavier-de-Brompton"," 1834","38451",0.4877,0.2752,0.1308,0.3569,0.2316,0.6344,0.0588,0.1597,0.0378,0.2563,0.1094,1991,0
"2442025","Quebec","Saint-Denis-de-Brompton"," 2112","40615",0.4692,0.2204,0.1232,0.3507,0.3033,0.5915,0.104,0.151,0.0638,0.3188,0.0522,1991,0
"2442030","Quebec","Brompton Gore","  422","41576",0.4643,0.2262,0.1071,0.3214,0.3571,0.5526,0.0833,0.2333,0.0667,0.3833,0.0638,1991,0
"2442035","Quebec","Racine","  556","28026",0.4865,0.2162,0.1532,0.2973,0.3063,0.7228,0.0658,0.0921,0.0395,0.1974,0.1277,1991,0
"2442040","Quebec","Bonsecours","  491","35351",0.4694,0.2041,0.1224,0.3163,0.3367,0.6444,0.058,0.1159,0.029,0.2029,0.0784,1991,0
"2442045","Quebec","Lawrenceville","  612","27742",0.4797,0.2602,0.1382,0.3252,0.2846,0.5877,0.1341,0.1098,0.0366,0.2805,0.129,1991,0
"2442050","Quebec","Sainte-Anne-de-la-Rochelle","  571","30057",0.4649,0.2632,0.1228,0.3509,0.2807,0.8364,0.0875,0.0875,0.05,0.225,0.1774,1991,0
"2442055","Quebec","Valcourt"," 2284","36121",0.5088,0.239,0.1294,0.3355,0.3026,0.5947,0.1115,0.1688,0.035,0.3153,0,1991,0
"2442060","Quebec","Valcourt"," 1118","39069",0.4798,0.2915,0.1435,0.3543,0.2152,0.7103,0.1022,0.1241,0.0146,0.2409,0.113,1991,0
"2442065","Quebec","Maricourt","  433","36293",0.4651,0.2326,0.1512,0.314,0.2791,0.7692,0.0351,0.2456,0,0.2807,0.2727,1991,0
"2442070","Quebec","Kingsbury","154","  0",0.4375,0.125,0.1562,0.2812,0.3125,0.8462,0.087,0.087,0.087,0.2609,0,1991,0
"2442075","Quebec","Melbourne"," 1055","30126",0.5071,0.2133,0.1232,0.3175,0.346,0.7435,0.0133,0.1,0.0267,0.14,0.1495,1991,0
"2442080","Quebec","Melbourne","  513","27707",0.4951,0.2427,0.1359,0.3204,0.3107,0.5934,0.0282,0.0704,0.0282,0.1268,0.0455,1991,0
"2442085","Quebec","Saint-Grégoire-de-Greenlay","  613","39322",0.4878,0.252,0.1138,0.3333,0.3008,0.7593,0.1084,0.1566,0,0.2651,0,1991,0
"2442090","Quebec","Windsor"," 4813","32486",0.5301,0.2006,0.1299,0.3067,0.3649,0.6011,0.0846,0.1157,0.0339,0.2341,0.0116,1991,0
"2442095","Quebec","Windsor"," 1511","35830",0.4735,0.2384,0.1391,0.3444,0.2881,0.694,0.11,0.1388,0.0239,0.2727,0.2273,1991,0
"2442100","Quebec","Saint-Claude","  957","28181",0.4635,0.25,0.1406,0.3177,0.2812,0.6982,0.1417,0.1654,0.0315,0.3386,0.2174,1991,0
"2442105","Quebec","Richmond"," 3123","25987",0.5184,0.2,0.128,0.2864,0.3824,0.5579,0.0871,0.1133,0.024,0.2244,0.014,1991,0
"2442110","Quebec","Cleveland"," 1609","30775",0.4923,0.2074,0.0991,0.2817,0.4056,0.7306,0.1026,0.0855,0.0085,0.1966,0.2113,1991,0
"2443005","Quebec","Waterville"," 1337","36033",0.5112,0.2164,0.1381,0.2985,0.3396,0.7008,0.0576,0.1414,0.0733,0.2723,0.1164,1991,0
"2443010","Quebec","Lennoxville"," 4046","32055",0.5495,0.1658,0.1225,0.2871,0.4245,0.5598,0.0541,0.1272,0.1256,0.3068,0.0336,1991,0
"2443015","Quebec","Ascot"," 9085","26611",0.514,0.224,0.1629,0.3473,0.2625,0.4809,0.0723,0.1572,0.0535,0.283,0.0348,1991,0
"2443020","Quebec","Fleurimont","14727","40895",0.5104,0.2778,0.1375,0.3813,0.2031,0.5462,0.0774,0.2332,0.0579,0.3684,0.0155,1991,0
"2443025","Quebec","Sherbrooke","76429","25670",0.5343,0.1609,0.1604,0.32,0.3588,0.4414,0.0614,0.149,0.0806,0.2909,0.011,1991,0
"2443030","Quebec","Rock Forest","14551","43029",0.4933,0.2618,0.135,0.3813,0.2212,0.5352,0.1044,0.1822,0.059,0.3455,0.0068,1991,0
"2443035","Quebec","Deauville"," 2193","34303",0.4897,0.1959,0.1185,0.344,0.3417,0.5761,0.0769,0.1538,0.0585,0.2892,0.0202,1991,0
"2443040","Quebec","Saint-Élie-d'Orford"," 4856","39941",0.4923,0.2781,0.1256,0.3965,0.2019,0.5528,0.1102,0.2047,0.0425,0.3575,0.0203,1991,0
"2444005","Quebec","Saint-Venant-de-Hereford","109","  0",0.4091,0.2727,0.0909,0.3636,0.2727,0.92,0.1333,0,0,0.1333,0.5,1991,0
"2444010","Quebec","East Hereford","  345","25444",0.4783,0.2899,0.1159,0.2754,0.3043,0.7778,0.0682,0.2045,0,0.2727,0.1111,1991,0
"2444015","Quebec","Saint-Herménégilde","  575","21399",0.4609,0.2609,0.1565,0.2522,0.3391,0.7685,0.0533,0.0933,0.0267,0.1733,0.3043,1991,0
"2444020","Quebec","Dixville","  440","26043",0.4773,0.1818,0.1023,0.3636,0.3295,0.4211,0.0469,0.1094,0,0.1562,0.0645,1991,0
"2444025","Quebec","Saint-Mathieu-de-Dixville","  356","30207",0.5139,0.3333,0.0972,0.3611,0.2361,0.7937,0.087,0.1304,0.1304,0.3478,0.1515,1991,0
"2444030","Quebec","Barford","  617","36638",0.4758,0.2903,0.1694,0.3226,0.2016,0.7407,0.1067,0.1067,0.0667,0.28,0.1636,1991,0
"2444035","Quebec","Coaticook"," 6637","29893",0.5283,0.2163,0.1243,0.2984,0.3595,0.5919,0.0596,0.1139,0.0251,0.1985,0.035,1991,0
"2444040","Quebec","Barnston"," 1433","30183",0.4965,0.2902,0.1294,0.3077,0.2622,0.7683,0.0618,0.1573,0.0337,0.2528,0.3143,1991,0
"2444045","Quebec","Barnston-Ouest","  583","22532",0.4828,0.3017,0.1121,0.2845,0.2931,0.6571,0.0282,0.1127,0.0563,0.1972,0.5,1991,0
"2444050","Quebec","Stanstead-Est","  686","26046",0.5036,0.2117,0.1095,0.2774,0.3942,0.8407,0.0202,0.0808,0.0303,0.1313,0.3194,1991,0
"2444055","Quebec","Sainte-Edwidge-de-Clifton","  564","29843",0.4911,0.2768,0.1964,0.2857,0.25,0.7547,0.1449,0.087,0.029,0.2609,0.4762,1991,0
"2444060","Quebec","Martinville","  488","42393",0.4742,0.2784,0.134,0.3196,0.3093,0.7089,0.0441,0.1765,0.0294,0.25,0.2,1991,0
"2444065","Quebec","Compton","  899","30207",0.4889,0.2444,0.1278,0.2889,0.3333,0.4808,0.0887,0.1935,0.0484,0.3306,0.033,1991,0
"2444070","Quebec","Compton"," 1168","35294",0.4721,0.2747,0.1373,0.3348,0.2532,0.7182,0.0329,0.1316,0.0197,0.1842,0.3243,1991,0
"2444075","Quebec","Compton Station","  858","34700",0.4561,0.3041,0.1404,0.3567,0.2281,0.7722,0.0545,0.1455,0.0182,0.2182,0.2959,1991,0
"2445005","Quebec","Rock Island"," 1067","29223",0.528,0.215,0.1542,0.2664,0.3551,0.5417,0.0541,0.0473,0.0405,0.1419,0.093,1991,0
"2445010","Quebec","Stanstead Plain"," 1059","26528",0.5566,0.1604,0.1274,0.2358,0.4575,0.6056,0.0625,0.075,0.025,0.1625,0.1053,1991,0
"2445015","Quebec","Beebe Plain","  975","25525",0.5052,0.201,0.1186,0.2784,0.4072,0.5955,0.0423,0.0775,0.0211,0.1408,0.2025,1991,0
"2445020","Quebec","Ogden","  746","29396",0.4933,0.24,0.1,0.2933,0.3733,0.7603,0.0187,0.0841,0.028,0.1308,0.1351,1991,0
"2445025","Quebec","Stanstead","  845","29143",0.4852,0.2012,0.0888,0.3018,0.3964,0.5973,0.064,0.136,0.048,0.248,0.1159,1991,0
"2445030","Quebec","Potton"," 1603","24215",0.4829,0.19,0.1153,0.2741,0.4174,0.737,0.0417,0.1083,0.0583,0.2083,0.1194,1991,0
"2445035","Quebec","Ayer's Cliff","  821","33695",0.5183,0.1768,0.0976,0.2744,0.4573,0.5903,0.0465,0.0853,0.0465,0.1783,0.061,1991,0
"2445040","Quebec","Hatley","199","  0",0.475,0.25,0.1,0.275,0.325,0.9189,0.0769,0.0769,0.0769,0.2308,0.3889,1991,0
"2445045","Quebec","Hatley-Partie-Ouest","  476","31282",0.4737,0.2105,0.0947,0.2737,0.4211,0.7391,0.0563,0.1268,0.0423,0.2254,0.125,1991,0
"2445050","Quebec","North Hatley","  704","37414",0.539,0.1206,0.1064,0.227,0.5603,0.6316,0.0254,0.0763,0.1017,0.2034,0.0317,1991,0
"2445055","Quebec","Hatley","  720","36985",0.4825,0.2168,0.1049,0.3287,0.3846,0.7077,0.0556,0.1481,0.0741,0.2778,0.0294,1991,0
"2445060","Quebec","Sainte-Catherine-de-Hatley"," 1753","36899",0.4729,0.2422,0.1168,0.3419,0.302,0.627,0.0741,0.1481,0.0494,0.2716,0.0447,1991,0
"2445065","Quebec","Omerville"," 1851","35784",0.504,0.2938,0.1456,0.3396,0.2156,0.6316,0.0783,0.087,0.0087,0.1739,0.0122,1991,0
"2445070","Quebec","Magog","14034","26399",0.5223,0.1963,0.1357,0.3071,0.3605,0.5323,0.0786,0.1105,0.0352,0.2243,0.0075,1991,0
"2445075","Quebec","Magog"," 4541","39075",0.4818,0.2112,0.1177,0.3399,0.3333,0.5571,0.0485,0.1348,0.0727,0.2561,0.0129,1991,0
"2445080","Quebec","Saint-Benoît-du-Lac","57"," 0",0.0909,0,0,0.1818,0.8182,NA,0,0,0,0,0.2857,1991,0
"2445085","Quebec","Austin","  864","31198",0.5087,0.2197,0.0867,0.3064,0.3699,0.6707,0.0887,0.1452,0.0565,0.2903,0.0449,1991,0
"2445090","Quebec","Eastman","  710","31933",0.4823,0.1986,0.1206,0.305,0.3972,0.6094,0.1215,0.0841,0.0467,0.2523,0,1991,0
"2445095","Quebec","Bolton-Est","  595","25561",0.5085,0.1695,0.1017,0.2627,0.4831,0.7876,0.0652,0.087,0.0435,0.1957,0,1991,0
"2445100","Quebec","Saint-Étienne-de-Bolton","  377","39686",0.4459,0.2432,0.0811,0.2703,0.4324,0.6615,0.0545,0.0364,0.0909,0.1818,0,1991,0
"2445105","Quebec","Stukely-Sud","  754","27757",0.4733,0.24,0.1467,0.3,0.3133,0.6159,0.1176,0.0784,0.1176,0.3137,0.0694,1991,0
"2445110","Quebec","Stukely-Sud","248","  0",0.449,0.1633,0.0816,0.2041,0.5714,0.5349,0.1,0.15,0,0.25,0,1991,0
"2445115","Quebec","Orford","  985","44078",0.4747,0.1414,0.1162,0.298,0.4444,0.5051,0.125,0.125,0.1,0.35,0.0174,1991,0
"2446005","Quebec","Abercorn","  321","39330",0.5077,0.2154,0.0769,0.3077,0.4,0.5323,0.0638,0.2979,0.0851,0.4468,0,1991,0
"2446010","Quebec","Frelighsburg"," 1066","30420",0.4789,0.2347,0.1033,0.2864,0.3662,0.651,0.0403,0.1007,0.0537,0.1946,0.2593,1991,0
"2446015","Quebec","Philipsburg","  286","30452",0.5439,0.1754,0.0702,0.2807,0.4211,0.7111,0.0488,0.0732,0,0.122,0,1991,0
"2446020","Quebec","Saint-Armand-Ouest"," 1023","35346",0.4976,0.239,0.1024,0.2927,0.3707,0.746,0.0276,0.0966,0.0552,0.1793,0.3271,1991,0
"2446025","Quebec","Saint-Pierre-de-Véronne-à-Pike-River","  639","36098",0.5,0.2422,0.1172,0.2969,0.2969,0.7672,0.0732,0.2317,0.0244,0.3293,0.2029,1991,0
"2446030","Quebec","Stanbridge Station","  364","29207",0.4658,0.2055,0.1507,0.2603,0.3562,0.8571,0.1,0.08,0,0.18,0.2778,1991,0
"2446035","Quebec","Bedford"," 2665","26812",0.5366,0.1745,0.1238,0.2927,0.409,0.5752,0.0491,0.1081,0.0221,0.1794,0.0466,1991,0
"2446040","Quebec","Bedford","  793","32869",0.5,0.2532,0.1139,0.3291,0.3228,0.6985,0.0275,0.1009,0.0459,0.1743,0.1549,1991,0
"2446045","Quebec","Stanbridge","  860","30782",0.4942,0.2384,0.1105,0.343,0.3081,0.8225,0.0588,0.1681,0.0168,0.2437,0.1839,1991,0
"2446050","Quebec","Dunham"," 3226","35452",0.4791,0.2527,0.1225,0.3349,0.2915,0.6523,0.0576,0.1106,0.0507,0.2189,0.1307,1991,0
"2446055","Quebec","Sutton"," 1587","25391",0.53,0.1514,0.1167,0.2744,0.4511,0.5216,0.0726,0.0887,0.0484,0.2097,0.015,1991,0
"2446060","Quebec","Sutton"," 1497","33252",0.4783,0.2074,0.0702,0.3077,0.4114,0.7122,0.0759,0.1161,0.0759,0.2679,0.1379,1991,0
"2446065","Quebec","Bolton-Ouest","  624","32976",0.472,0.16,0.12,0.288,0.416,0.7705,0.0426,0.0745,0.0638,0.1809,0.1918,1991,0
"2446070","Quebec","Brome","  290","41122",0.4912,0.193,0.0877,0.3158,0.386,0.7222,0.0714,0.0952,0,0.1667,0,1991,0
"2446075","Quebec","Lac-Brome"," 4824","32198",0.5047,0.2062,0.1036,0.2984,0.3927,0.6298,0.0617,0.1403,0.0547,0.2567,0.0854,1991,0
"2446080","Quebec","Cowansville","11982","32015",0.5027,0.1969,0.1406,0.3346,0.3275,0.5278,0.0642,0.1073,0.0517,0.2232,0.0112,1991,0
"2446085","Quebec","East Farnham","  528","39029",0.5094,0.2925,0.1132,0.3679,0.2547,0.7849,0.0278,0.1389,0.0417,0.2083,0,1991,0
"2446090","Quebec","Brigham"," 2284","37404",0.4792,0.2691,0.1072,0.3764,0.2473,0.6307,0.0565,0.1329,0.0498,0.2392,0.0823,1991,0
"2446095","Quebec","Saint-Ignace-de-Stanbridge","  717","31417",0.4653,0.2917,0.0903,0.3403,0.2986,0.8281,0.0412,0.0619,0.0412,0.1443,0.4697,1991,0
